occurs_at,headline_initial,sub_category_name
26 10 2017,"KIDEXPOParis -- Salon des enfants et de leurs parents. KIDEXPO traite tout à la fois de l'éducation et de la vie pratique, du sport, du tourisme & loisirs, des jeux & jouets",Entreprises
27 10 2017,SALON DE L'HABITAT DE CHÂTELLERAULTChâtellerault -- Salon de l'habitat de Châtellerault,Entreprises
27 10 2017,"SALON DE L'HABITAT DE CHOLETCholetSALON DU MARIAGE DE MONTPELLIERMontpellierFOIRE D'AUTOMNE DE PARISParisLE MILLE SABORDS DU CROUESTYArzonSALON DU CHOCOLAT - PARISParisSALON DES VINS ET DE LA GASTRONOMIE - RENNESRennesFOIRE DE MORLAIXMorlaixMIAM ALÈSAlèsSALON STUDYRAMA DES ETUDES SUPÉRIEURES D’ANGOULÊMEAngoulêmeFÊTE DES GRANDS VINS DE BOURGOGNEBeauneSALON DE L'ETUDIANT ET DE LA FORMATION DE CALAISCalaisSALON NORD DE FRANCE EXPOCalaisSALON DES VINS DE FRANCE - NOËL GOURMETClermont-FerrandSALON STUDYRAMA DES ETUDES SUPÉRIEURES DE CLERMONT-FERRANDClermont-FerrandSALON DU LIVRE DE COLMARColmarSALON STUDYRAMA DES ETUDES SUPÉRIEURES DE DIJONDijonRIVERDATINGFranceAMENAGO - LILLELilleENVIES CULINAIRESLilleNATURA BIOLilleSALON DES VINS DES VIGNERONS INDÉPENDANTS - LILLELilleSALON NATURA BIOLilleSALON STUDYRAMA DES FORMATIONS SANTÉ, PARAMÉDICAL ET SOCIAL DE LIMOGESLimogesBEAUTÉ SÉLECTION - LYONLyonSALON DES FORMATIONS ET CARRIÈRES INTERNATIONALES DE LYONLyonSALON STUDYRAMA DES FORMATIONS DE LA SANTÉ ET DU SPORT DE LYONLyonSTUDYRAMA GO ABROAD FAIR IN LYONLyonVIVING LYONLyonSALON DU MARIAGE DE MARSEILLEMarseilleSALON DU LIVRE ET DE LA PRESSE JEUNESSEMontreuilART TO PLAYNantesSALON STUDYRAMA DES FORMATIONS ARTISTIQUES, DE LA MODE ET DU DESIGN DE NANTESNantesLE SALON DE L'HOMMEParisMARJOLAINEParisOB'ART - PARISParisSALON STUDYRAMA DES FORMATIONS DU NUMÉRIQUEParisSALON STUDYRAMA DES FORMATIONS SANTÉ, PARAMÉDICAL & SOCIAL DE PARISParisSALON STUDYRAMA DES MASTERS 2, MASTÈRES SPÉCIALISÉS & MBAParisSUPPLY CHAIN EVENTParisSALON STUDYRAMA DES ETUDES SUPÉRIEURES DE PAUPauSALON DU BIEN-ÊTRE DE PERIGUEUXPérigueuxRESPIRE LA VIE - POITIERSPoitiersSALON STUDYRAMA DES ETUDES SUPÉRIEURES ET DE L’ALTERNANCE DE POITIERSPoitiersSALON STUDYRAMA DES ETUDES SUPÉRIEURES DE QUIMPERQuimperSALON DES VINS DES VIGNERONS INDÉPENDANTS - REIMSReimsEROSEXPO ROUENRouenSALON STUDYRAMA DES ETUDES SUPÉRIEURES DE ROUENRouenSALON DES VINS DE FRANCE - THONON-LES-BAINSThonon-les-BainsEROSEXPO TOURSToursSALON STUDYRAMA DES ETUDES SUPÉRIEURES DE TOURSTours -- Salon de l'habitat de CholetSalon du mariageFoire d’automne. La Foire d’Automne, ce sont 3 univers:-Tendances: rénovation d’intérieur, réaménagement, décoration-Dégustations: saveurs automnales et plaisirs gourmands-Curiosités: bricolage, produits de soin, accessoires, artisanat du mondeSalon nautique européen de l'occasionSalon professionnel et grand public exclusivement dédié au chocolat. Au SALON DU CHOCOLAT, découvrez et dégustez le chocolat sous toutes ses formes et dans tous ses étatsSalon des vins et de la gastronomie. Les salons des vins et de la gastronomie sont l'occasion de vous initier aux techniques de la dégustation ou parfaire vos connaissances lors des animations qui vous sont proposéesFoire de Morlaix. Plus de 200 exposants dédiés à l'habitat, au jardin, au vins et à la gastronomie, aux tendances mode & décoSalon de la gastronomie et des produits du terroirSalon des études supérieures d'Angoulême (Bac à Bac +5). Le Salon Studyrama des Etudes Supérieures d'Angoulême est organisé sous le haut patronage du Ministère de l’Education Nationale, de l’Enseignement Supérieur et de la RechercheFête des Grands Vins de Bourgogne. Venez découvrir dans votre verre les saveurs de la Bourgogne parmi les 3000 références qui vous sont proposéesSalon pour l'étudiant de bac à Bac+5 désirant se former dans la région de Calais, soit en formation initiale, soit en alternance que ce soit au sein d'établissements publics ou bien privésSalon régional de l'habitat, du bien-être, des loisirs, du mariage, de la gastronomie et des loisirs créatifsSalon des vins de Clermont-Ferrand. Les Salon des Vins de France accueille chaque année de nombreux vignerons et artisans des métiers de bouche réunis pour partager leur passion et présenter le meilleur de leur productionSalon des études supérieures de Clermont-Ferrand (Bac à Bac +5). Le Salon Studyrama des Etudes Supérieures de Clermont-Ferrand est organisé sous le haut patronage du Ministère de l’Education Nationale, de l’Enseignement Supérieur et de la RechercheSalon du livre de ColmarSalon des études supérieures de Dijon (Bac à Bac +5, en initial /alternance). Le Salon Studyrama des Etudes Supérieures de Dijon est organisé sous le haut patronage du Ministère de l’Education Nationale, de l’Enseignement Supérieur et de la RechercheRendez-vous européens d'affaire des acteurs du transport fluvial, multimodal & des solutions logistiques intégrant la voie d’eauSalon du confort et de l'aménagement de la maisonSalon de la gastronomie et des saveursSalon du bien-être au naturel, de l'habitat sain et des produits bioSalon des vins des vignerons indépendants. Aux salons des vins des Vignerons Indépendants, vous rencontrerez les vignerons eux-mêmes qui chacun avec ses mots vous racontera son histoire, son vin, son métierSalon du bien-être au naturel, de l'habitat et des produits bioSalon des formations Santé, paramédical et social. Le salon Studyrama des Formations Santé, Paramédical & Social de Limoges est le rendez-vous à ne pas manquer pour découvrir les 200 formations de Bac à Bac+6Salon professionnel de la coiffure et des soins esthétiquesSalon des formations et carrières internationales. Le Salon des Formations et Carrières Internationales à Lyon attire les représentants des établissements étrangers proposant des programmes internationaux de niveau Post-Baccalauréat aux MastersSalon des formations de la Santé et du Sport de LyonSalon de l'éducationSalon de l'habitat de Lyon. Construction, rénovation, promotion, financement, ouverture & fermeture, isolation, production d’énergie, chauffage & climatisation, décoration & ameublement, cuisine & bain, art ménager, extérieurs, bricolageSalon du mariage de Marseille - le deuxième plus important en FranceSalon du livre de jeunesse. Ce salon est un des plus grands salons européens entièrement consacré à la littérature jeunesse, avec de nombreux éditeurs, auteurs, illustrateurs à rencontrer, animations, expositions et des milliers d'ouvrages à découvrirSalon du jeu et du divertissement du Grand OuestSalon des formations de la mode et du design. Le salon Studyrama des Formations Artistiques, de la Mode et du Design de Nantes est le rendez-vous à ne pas manquer pour trouver sa formation de Bac à Bac +5 et réussir son orientationSalon dédié aux produits et services d'excellence pour les Hommes. Le Salon de l'Homme présente les dernières tendances en matière de mode, sport et forme, art de vivre, produits high-tech et jouets pour les hommesMarjolaine est le plus grand salon français dédié à la bio et à la nature pour des éco citoyens qui s’engagent dans la sauvegarde de l’environnementSalon de l'objet métiers d'art. Ob'Art présente une belle variété de créations faites-main, inspirées, issues de savoir-faire exigeantsSalon des formations du Numérique. Le Salon Studyrama des Formations du Numérique c'est plus de 200 formations spécialisées dans l’ingénierie informatique, le graphisme, la communication visuelle, le e-commerce ou encore le e-marketing de Bac à Bac +5Salon des formations santé, paramédical & social. Le salon Studyrama des Formations Santé, Paramédical & Social, est le rendez-vous à ne pas manquer pour découvrir plus de 1000 formations de Bac à Bac+6 et tous les métiers en Santé, Paramédical et SocialSalon des Masters 2, Mastères Spécialisés & MBA. Le Salon des Masters 2, Mastères Spécialisés & MBA regroupe plus de 65 Grandes Ecoles, écoles spécialisées et établissements prestigieux, représentant plus de 1 000 formations dans de nombreux domainesSalon du transport et de la logistiqueSalon des études supérieures de Pau (Bac à Bac +5, en initial /alternance). Le Salon Studyrama des Etudes Supérieures de Pau est organisé sous le haut patronage du Ministère de l’Education Nationale, de l’Enseignement Supérieur et de la RechercheSalon du bien-êtreSalon du bio et du bien-être. RESPIRE LA VIE est le rendez-vous des choix éco citoyens, pour la gastronomie et le vin bio, le bien-être et l'artisanat, l'habitat, l'écotourisme ou les énergies renouvelablesSalon des études supérieures et de l'alternance de Poitiers. Le Salon Studyrama des Etudes Supérieures et de l’alternance de Poitiers est organisé sous le haut patronage du Ministère de l’Education Nationale, de l’Enseignement Supérieur & de la RechercheSalon des études supérieures de Quimper (Bac à Bac +5, en initial /alternance). Le Salon Studyrama des Etudes Supérieures de Quimper est organisé sous le haut patronage du Ministère de l’Education Nationale, de l’Enseignement Supérieur et de la RechercheSalon des vins des vignerons indépendants. Aux salons des vins des Vignerons Indépendants, vous rencontrerez les vignerons eux-mêmes qui chacun avec ses mots vous racontera son histoire, son vin, son métierSalon de l'érotismeSalon des études supérieures de Rouen (Bac à Bac +5, en initial /alternance). Le Salon Studyrama des Etudes Supérieures de Rouen est organisé sous le haut patronage du Ministère de l’Education Nationale, de l’Enseignement Supérieur et de la RechercheSalon des vins de Thonon-les-Bains. Les Salon des Vins de France accueille chaque année de nombreux vignerons et artisans des métiers de bouche réunis pour partager leur passion et présenter le meilleur de leur productionSalon de l'érotismeSalon des études supérieures de Tours (Bac à Bac +5, en initial /alternance). Le Salon Studyrama des Etudes Supérieures de Tours est organisé sous le haut patronage du Ministère de l’Education Nationale, de l’Enseignement Supérieur et de la Recherche",Entreprises
27 10 2017,SALON DE L'HABITAT DE CHOLETCholet -- Salon de l'habitat de Cholet,Entreprises
27 10 2017,SALON DU MARIAGE DE MONTPELLIERMontpellier -- Salon du mariage,Entreprises
27 10 2017,"FOIRE D'AUTOMNE DE PARISParis -- Foire d’automne. La Foire d’Automne, ce sont 3 univers:-Tendances: rénovation d’intérieur, réaménagement, décoration-Dégustations: saveurs automnales et plaisirs gourmands-Curiosités: bricolage, produits de soin, accessoires, artisanat du monde",Entreprises
28 10 2017,LE MILLE SABORDS DU CROUESTYArzon -- Salon nautique européen de l'occasion,Entreprises
28 10 2017,"SALON DU CHOCOLAT - PARISParis -- Salon professionnel et grand public exclusivement dédié au chocolat. Au SALON DU CHOCOLAT, découvrez et dégustez le chocolat sous toutes ses formes et dans tous ses états",Entreprises
28 10 2017,SALON DES VINS ET DE LA GASTRONOMIE - RENNESRennes -- Salon des vins et de la gastronomie. Les salons des vins et de la gastronomie sont l'occasion de vous initier aux techniques de la dégustation ou parfaire vos connaissances lors des animations qui vous sont proposées,Entreprises
29 10 2017,"FOIRE DE MORLAIXMorlaix -- Foire de Morlaix. Plus de 200 exposants dédiés à l'habitat, au jardin, au vins et à la gastronomie, aux tendances mode & déco",Entreprises
01 11 2017,GAME CONNECTION EUROPEParis -- Rencontres d'affaires de l'industrie du jeu vidéo. Game Connection est l'endroit où les principaux acteurs de l'industrie des jeux vidéo se rencontrent et font des affaires,Entreprises
01 11 2017,"ART3F BORDEAUXBordeaux -- Salon international d'art contemporain de Bordeaux. Art3f réunit galeries, peintres, sculpteurs, photographes et performers",Entreprises
01 11 2017,"LES SALONS VIVONSBordeaux -- LES SALONS VIVONS sont une nouvelle version plus dynamique de CONFOREXPO, composés de 6 salons thématiques dédiés à l'habitat, aux loisirs créatifs, aux sports, à l'automobiles, aux véhicules de loisirs ainsi qu'aux préparatifs de Noël",Entreprises
01 11 2017,"SALON VIVONS MAISONBordeaux -- Salon dédié à l'amélioration l’habitat, à la décoration d'intérieur et d'extérieur, des équipements ménagers. VIVONS MAISON décode les tendances indoor et outdoor et dévoile les « must have » de la saison pour rhabiller votre maison du sol au plafond",Entreprises
01 11 2017,"VIVONS 100% SPORTBordeaux -- Salon du sport professionnel ou amateur. VIVONS 100% SPORT est le plus grand rassemblement français destiné à la découverte des disciplines et pratiques sportives telles que boxe, canoë kayak, gymnastique, tir à l’arc, voile, bowling, escalade",Entreprises
01 11 2017,"VIVONS AUTOBordeaux -- Salon de l'automobile et du deux roues. Au salon VIVONS AUTO les concessionnaires de la région dévoilent leurs scooters, vélos électrique, bicyclettes, voitures citadines ou mini-urbaines, véhicules électriques, voitures sportives, de rêve ou familiales",Entreprises
01 11 2017,"VIVONS ÉVASIONBordeaux -- Salon des véhicules de loisirs. VIVONS ÉVASION est l'occasion unique de venir découvrir les derniers modèles de Camping-cars et de Caravanes, plus modernes légers, plus maniable, mais aussi des véhicules d’occasion et des fins de séries",Entreprises
01 11 2017,"VIVONS LES FÊTESBordeaux -- Salon dédié aux fêtes de fin d'année. VIVONS LES FÊTES expose idées cadeaux aux décorations de fête en passant par une sélection de produits gastronomiques, découvrez mille et une idées de déco pour vos préparatifs et vous mettre dans l’ambiance de Noël",Entreprises
01 11 2017,MIEUX VIVRE EXPOLa Roche-sur-Foron -- Salon de l'art de vivre et des loisirs,Entreprises
01 11 2017,"EQUITA' LYONLyon -- Salon international du cheval. EQUITA' le salon de l'équipement du cheval & du cavalier, véhicules hippomobiles, transport de chevaux, écurie et carrière, santé et nutrition du cheval, tourisme équestre, poney-club, centres équestres, associations. Art…",Entreprises
01 11 2017,"PARIS GAME WEEKParis -- Le plus grand salon européen du jeu vidéo à Paris. PARIS GAME WEEK c'est aussi l'Electronic Sports World Cup (ESWC), les jeux made in France, le Retrogaming, la libririe du jeu vidéo, le forum des métiers du jeu vidéo",Entreprises
01 11 2017,FOIRE INTERNATIONALE ET GASTRONOMIQUE DE DIJONDijon -- Foire internationale et gastronomique de Dijon,Entreprises
02 11 2017,CREATIVA NANTESNantes -- Salon européen des loisirs créatifs,Entreprises
02 11 2017,"SALON DU PATRIMOINE CULTURELParis -- Salon des acteurs de la conservation, de la restauration et de la mise en valeur du patrimoine mobilier et immobilier",Entreprises
03 11 2017,SALON DE L’AUTO BIARRITZBiarritz -- Salon de l'automobile,Entreprises
03 11 2017,SALON DU MARIAGE - NANCYNancy -- Salon du mariage de Nancy,Entreprises
03 11 2017,SALON DE L'HABITAT DE NEVERSNevers -- Salon de l'habitat de Nevers,Entreprises
03 11 2017,SALON DES VINS ET DE LA GASTRONOMIE - ST BRIEUCSaint-Brieuc -- Salon des vins et de la gastronomie. Les salons des vins et de la gastronomie sont l'occasion de vous initier aux techniques de la dégustation ou parfaire vos connaissances lors des animations qui vous sont proposées,Entreprises
03 11 2017,FOIRE INTERNATIONALE DE GRENOBLEGrenoble -- Foire internationale de Grenoble,Entreprises
04 11 2017,NIMAGINENîmes -- Salon des métiers d'art,Entreprises
06 11 2017,BATIMAT FRANCEParis -- Salon des professionnels de la construction,Entreprises
06 11 2017,IDEO BAINParis -- Salon de la salle de bains,Entreprises
06 11 2017,"INTERCLIMA + ELECParis -- Salon international du chauffage, du froid, de la climatisation et de la salle de bains",Entreprises
07 11 2017,MAREDIMODA / INTIMODIMODACannes -- Salon professionnel des tissus et accessoires pour les maillots de bain et la lingerie,Entreprises
07 11 2017,SETTMontpellier -- Salon des équipements et techniques du tourisme,Entreprises
07 11 2017,SATISParis -- Salon des technologies et des solutions audiovisuelles,Entreprises
08 11 2017,"CUSTOMER RELATIONSHIP & MARKETING MEETINGSCannes -- Salon du business du marketing digital, connaissance du client et des études marketing",Entreprises
08 11 2017,COMPOSITE MEETINGSNantes -- Convention d’affaires Internationale des matériaux composites,Entreprises
08 11 2017,SALON DE LA COPROPRIÉTÉParis -- Salon des professionnels de la copropriété,Entreprises
08 11 2017,TRANSRAIL CONNECTIONParis -- Rencontres d'affaires Européennes du secteur ferroviaire. TRANSRAIL est le premier événement de l'industrie ferroviaire organisé sous la forme de Rencontres B2B,Entreprises
08 11 2017,"BIJORHCA PARISParis -- Salon international de la bijouterie fantaisie, des montres et des accessoires de mode. BIJORHCA PARIS est en France l’unique salon professionnel international exclusivement dédié à la bijouterie, aux montres et aux industries techniques",Entreprises
09 11 2017,"SALON DE L’ÉCOLOGIEMontpellier -- Salon, conférences et jobs datings dédiés à l'écologie. Le Salon de l’Écologie a su s’imposer comme un événement de premier ordre pour découvrir le monde des formations et des métiers de l’écologie",Entreprises
09 11 2017,ID CREATIVES - CLERMONT FERRANDClermont-Ferrand -- Salon des loisirs créatifs,Entreprises
09 11 2017,"PARIS PHOTOParis -- Salon des photographies d'art du XIXe, modernes et contemporaines",Entreprises
09 11 2017,SALON DE LA PHOTOParis -- Salon de la photographie,Entreprises
10 11 2017,"SEPEM INDUSTRIES CENTRE-OUESTAngers -- Salon des services, équipements, process et maintenance",Entreprises
10 11 2017,SITV COLMARColmar -- Salon du tourisme et des voyages de Colmar,Entreprises
10 11 2017,SALON DE LA GASTRONOMIE - LA ROCHELLELa Rochelle -- Salon de la gastronomie,Entreprises
10 11 2017,SALON DES ANTIQUAIRES - LA ROCHELLELa Rochelle -- Salon des antiquaires,Entreprises
10 11 2017,"SALON DE L'IMMOBILIER - LE MANSLe Mans -- Salon de l'immobilier. Salon Immobilier - Le Mans accueille les exposants spécialistes de la construction, de l’aménagement de maison et du financement issus du marché local, afin de conseiller les visiteurs",Entreprises
10 11 2017,EPOQU’AUTOLyon -- Salon international des amateurs d’automobiles anciennes,Entreprises
10 11 2017,"SALON DU CHOCOLAT - LYONLyon -- Salon professionnel et grand public exclusivement dédié au chocolat. Au SALON DU CHOCOLAT, découvrez et dégustez le chocolat sous toutes ses formes et dans tous ses états",Entreprises
10 11 2017,SALON DE L'HABITAT DE MEAUXMeaux -- Salon de l'habitat de Meaux,Entreprises
10 11 2017,"SALON DE LA RÉCEPTION ET DU MARIAGENantes -- Salon du mariage, des arts de la table et du cadeau. Son offre vaste et représentative, la qualité de ses exposants, ses défilés… font du Salon de la Réception et du Mariage de Nantes un événement leader sur le Grand Ouest",Entreprises
10 11 2017,SALON HABITAT DÉCONantes -- Salon de l'habitat et de la décoration,Entreprises
10 11 2017,MIF EXPO - MADE IN FRANCEParis -- Salon des produits fabriqués en France,Entreprises
10 11 2017,SALON ANTIQUITÉS BROCANTEQuimper -- Salon des antiquités et de la brocante,Entreprises
10 11 2017,"SALON DU MARIAGE ET DE LA FÊTERouenSALON GOURMAND DE ROUENRouenSALON ALPIN DE L'HOTELLERIE ET DES METIERS DE BOUCHEAlbertvilleJOURNÉES D'ORTHODONTIEParisSALON DE LA GASTRONOMIETroyesSALON DU VINTAGE - BORDEAUXBordeauxSALON INTERNATIONAL DU TOURISME DE LA CÔTE D'AZURCannesSALON DE L'AUTO DE TOULOUSEToulouseAFFAIRE DE CADEAUXParisHEAVENT PARISParisSEMINAIRE EXPOParisCONGRÈS PARFUMS & COSMÉTIQUESChartresPERFUMES & COSMETICS CONGRESSChartresARCHITECT @ WORK - MARSEILLEMarseillePARIS OPEN SOURCE SUMMITSaint-DenisMAPICCannesEDUCATEC - EDUCATRICEParisFESTIVAL BREIZH TRANSITIONQuimperCRÉATION ET SAVOIR-FAIREParisSALON DE L'HABITAT BIEN CHEZ SOISaint-OmerID D'ART - ANNECYAnnecyARTS ATLANTICLa RochelleSALON DU MARIAGE - METZMetzART3F MULHOUSEMulhouseSALON DES ARTISTES ANIMALIERS - PARISParisSALON DES VINS ET DE LA GASTRONOMIE - NANTESNantesST.ART STRASBOURGStrasbourgSALON DES MARIÉS ET DE LEURS INVITÉS - DIJONDijonEUROPACK - EUROMANUT - CFIALyonSALON DES MAIRES ET DES COLLECTIVITÉS LOCALESParisMILIPOL PARISParisTOLEXPOParisSOLUTRANSLyonFLUID PROCESSING MEETINGSLyonCAMPO OUESTNantesFORUM DES SENIORS ATLANTIQUENantesFUNÉRAIREParisSALON FUNÉRAIREParisID CREATIVES - ANGERSAngersSALON DU BIEN-ÊTRE, BIO & THÉRAPIES - BORDEAUXBordeauxSALON DU CHOCOLAT, THE, CAFE ET SAVEURS DU MONDELa RochelleNATURELLIALa Roche-sur-ForonID D'ART - LYONLyonSALON DES VINS ET DE LA GASTRONOMIE - MARCQ EN BAROEULMarcq-en-BaroeulSALON STUDYRAMA DES ETUDES SUPÉRIEURES DU MANSLe MansSALON DES VINS ET DE LA GASTRONOMIE - ANGERSAngersSALON DU CHEVAL DE PARISParisBIOFITStrasbourgTRUSTECHCannesSITEVIMontpellier -- Salon du mariage de Rouen. Le Salon du Mariage et de la Fête attire traiteurs, lieux de réceptions, art de la table, faire-part, alliances, robes de mariées et costumes, idées déco, organisateurs d’événements, coiffeurs, fleuristes, photographesSalon des produits du terroir normand. Salon Normand du Vin & des Produits du Terroir exposera des produits tels que chocolats, pâtisserie et confiserie, vins, ainsi que produits issus de l'agriculture normands et de l'élevageSalon alpin de l'hôtellerie et des métiers de boucheJournées d'OrthodontieSalon de la gastronomie. Vins et produits du terroir de nos régions, un moment convivial et festif à partager en famille ou entre amisSalon des objets et vêtements ""Vintage"". Le Salon du Vintage est un espace shopping dédiés aux vêtements, accessoires, vinyles et petits mobiliers des années 50 à 90Salon international du tourisme à Cannes. Salon ayant comme exposants agences de voyages, hébergements de luxe, châteaux, compagnies aériennes & maritimes, thalassothérapie, golfs, musées, offices de tourisme français & étrangers, tour opératorsSalon de l'automobile de ToulouseSalon du cadeau d'affaireSalon des professionnels de l'évènementiel, de l'exposition et des congrèsSalon des hôtels, lieux et agences pour l'organisation de vos séminairesConvention Internationale d'affaires de la parfumerie et des cosmétiques. Ce Congrès s’adresse aux PDG, DG, Directeurs ou Responsables Affaires réglementaires, R&D, Laboratoire Formulation, Toxicologie, Qualité, Technique, Production, Marketing...Congrès sur les enjeux réglementaires des industries parfums et cosmétiquesSalon de l'architecture et de l'architecture d'intérieur. ARCHITECT@WORK est un évènement exclusif présentant des innovations pour les architectes et architectes d'intérieur, bureaux d'études, ingénieurs, designers et maîtres d'ouvrageSalon européen dédié à Linux et aux logiciels libresSalon pour les professionnels de l'immobilier commercialSalon professionnel des équipements, systèmes et services pour l'éducation et la formationFestival de la transition énergétique et du développement durableLe salon des loisirs créatifs. CRÉATION ET SAVOIR-FAIRE est premier salon réparti en 5 univers et consacré au DIY: couture, déco, cuisine créative, brico, scrapbooking, customisation, beauté, mode. Vous y découvrirez aussi des petits créateurs tendanceSalon de l'habitat, de la rénovation et de la décorationSalon des créateurs. Le ID d'ART propose des collections originales, contemporaines et étonnantes. Une mode élégante et décontractée, des objets déco chics & graphiques, des accessoires vintage, des toiles & luminaires contemporainsSalon d'art contemporain. ARTS ATLANTIC a pour ambition de permettre au plus grand nombre d’accéder à l’art. Moment d’échange privilégié entre le public et les artistes, qui réunira près de 170 artistes peintres, sculpteurs, plasticiens et photographesSalon du mariage de MetzSalon international d'art contemporain de Mulhouse. Art3f réunit galeries, peintres, sculpteurs, photographes et performersSalon des artistes animaliers, de chasse et de la natureSalon des vins et de la gastronomie. Les salons des vins et de la gastronomie sont l'occasion de vous initier aux techniques de la dégustation ou parfaire vos connaissances lors des animations qui vous sont proposéesFoire européenne d'art contemporainSalon du mariage de DijonSalon européen de l'emballage. EUROPACK - EUROMANUT - CFIA est dédié à l’ensemble des acteurs de l’industrie agroalimentaire et des professionnels de l’équipement, de l’emballage, du marquage et de la manutention, toutes filières confonduesSalon des maires et des collectivités locales - le grand rendez-vous français de l'achat publicSalon mondial de la sécurité intérieure des EtatsSalon international des équipements de production pour le travail des métaux en feuille et en bobine, du tube et des profilésSalon international des solutions de transport routier et urbainRendez-vous d'affaires & conférences sur les équipements fluidiquesSalon professionnel des équipements de tourisme et de loisirsSalon des Seniors en France: Tourisme, art de vivre, santé-forme, droit-épargne, nouvelles technologiesSalon professionnel international de l’art funéraire, fournisseurs et distributeursSalon international des professionnels de l'art funéraireSalon des loisirs créatifs. Participer à ID CREATIVES, c'est la garantie de rencontrer un public de connaisseurs venant se fournir en matériel et se ressourcer en idées créativesSalon du Bien-être, Bio & Thérapies. Le Salon du Bien-être, Bio & Thérapies de Bordeaux offre un programme passionnant et varié d'ateliers, de conférences, de débats, de méditations, de spectacles qui excitent, inspirent et dynamisentSalon dédié au chocolat, au thé, au café et saveurs du monde. Le Salon du Chocolat, Thé et Saveurs du Monde donne aussi aux artisans fabricants, l'occasion de dispenser au public de belles leçons de gourmandise et d'afficher la passion de leurs métiersLe salon Bio des AlpesSalon des créateurs de Lyon. Le Salon ID d'ART propose des collections originales, contemporaines et étonnantes. Une mode élégante et décontractée, des objets déco chics & graphiques, des accessoires vintage, des toiles & luminaires contemporainsSalon des vins et de la gastronomie. Les salons des vins et de la gastronomie sont l'occasion de vous initier aux techniques de la dégustation ou parfaire vos connaissances lors des animations qui vous sont proposéesSalon des études supérieures de Le Mans (Bac à Bac +5, en initial /alternance). Le Salon Studyrama des Etudes Supérieures de Le Mans est organisé sous le haut patronage du Ministère de l’Education Nationale, de l’Enseignement Supérieur et de la RechercheSalon des vins et de la gastronomie. Les salons des vins et de la gastronomie sont l'occasion de vous initier aux techniques de la dégustation ou parfaire vos connaissances lors des animations qui vous sont proposéesSalon du cheval, du poney et de l'âne. Depuis 40 ans, le Salon du Cheval de Paris s’impose comme le premier événement équestre de FranceSalon professionnel, séminaires et convention d'affaires, offrant à la communauté des biotechnologies une occasion unique de partager un nouveau savoir scientifique, de promouvoir l'innovation, de détecter et de saisir de nouvelles opportunités de marchéSalon mondial des solutions sécurisées pour le paiement, l'identification et la mobilitéSalon international des techniques et équipements vitivinicoles et arboricoles",Entreprises
10 11 2017,"SALON DU MARIAGE ET DE LA FÊTERouen -- Salon du mariage de Rouen. Le Salon du Mariage et de la Fête attire traiteurs, lieux de réceptions, art de la table, faire-part, alliances, robes de mariées et costumes, idées déco, organisateurs d’événements, coiffeurs, fleuristes, photographes",Entreprises
10 11 2017,"SALON GOURMAND DE ROUENRouen -- Salon des produits du terroir normand. Salon Normand du Vin & des Produits du Terroir exposera des produits tels que chocolats, pâtisserie et confiserie, vins, ainsi que produits issus de l'agriculture normands et de l'élevage",Entreprises
10 11 2017,SALON ALPIN DE L'HOTELLERIE ET DES METIERS DE BOUCHEAlbertville -- Salon alpin de l'hôtellerie et des métiers de bouche,Entreprises
10 11 2017,JOURNÉES D'ORTHODONTIEParis -- Journées d'Orthodontie,Entreprises
10 11 2017,"SALON DE LA GASTRONOMIETroyes -- Salon de la gastronomie. Vins et produits du terroir de nos régions, un moment convivial et festif à partager en famille ou entre amis",Entreprises
11 11 2017,"SALON DU VINTAGE - BORDEAUXBordeaux -- Salon des objets et vêtements ""Vintage"". Le Salon du Vintage est un espace shopping dédiés aux vêtements, accessoires, vinyles et petits mobiliers des années 50 à 90",Entreprises
11 11 2017,"SALON INTERNATIONAL DU TOURISME DE LA CÔTE D'AZURCannes -- Salon international du tourisme à Cannes. Salon ayant comme exposants agences de voyages, hébergements de luxe, châteaux, compagnies aériennes & maritimes, thalassothérapie, golfs, musées, offices de tourisme français & étrangers, tour opérators",Entreprises
13 11 2017,SALON DE L'AUTO DE TOULOUSEToulouse -- Salon de l'automobile de Toulouse,Entreprises
14 11 2017,AFFAIRE DE CADEAUXParis -- Salon du cadeau d'affaire,Entreprises
14 11 2017,"HEAVENT PARISParis -- Salon des professionnels de l'évènementiel, de l'exposition et des congrès",Entreprises
14 11 2017,"SEMINAIRE EXPOParis -- Salon des hôtels, lieux et agences pour l'organisation de vos séminaires",Entreprises
15 11 2017,"CONGRÈS PARFUMS & COSMÉTIQUESChartres -- Convention Internationale d'affaires de la parfumerie et des cosmétiques. Ce Congrès s’adresse aux PDG, DG, Directeurs ou Responsables Affaires réglementaires, R&D, Laboratoire Formulation, Toxicologie, Qualité, Technique, Production, Marketing...",Entreprises
15 11 2017,PERFUMES & COSMETICS CONGRESSChartres -- Congrès sur les enjeux réglementaires des industries parfums et cosmétiques,Entreprises
15 11 2017,"ARCHITECT @ WORK - MARSEILLEMarseille -- Salon de l'architecture et de l'architecture d'intérieur. ARCHITECT@WORK est un évènement exclusif présentant des innovations pour les architectes et architectes d'intérieur, bureaux d'études, ingénieurs, designers et maîtres d'ouvrage",Entreprises
15 11 2017,PARIS OPEN SOURCE SUMMITSaint-Denis -- Salon européen dédié à Linux et aux logiciels libres,Entreprises
15 11 2017,MAPICCannes -- Salon pour les professionnels de l'immobilier commercial,Entreprises
