occurs_at,headline_initial,sub_category_name
30 03 2017,BD À BASTIABastia -- Rencontres de la bande dessinée et de l'illustration,Entreprises
30 03 2017,SALON DE LA CONSTRUCTION BOIS & DE L'HABITAT DURABLEGrenoble -- Salon européen du bois et de l'habitat durable de Grenoble,Entreprises
30 03 2017,"SALON BOIS ENERGIELimoges -- Salon du bois énergie (expo + conférences). Le Salon Bois Energie rassemble la gamme la plus complète d'équipements de chauffage au bois, de types de biocombustibles et de filières d'approvisionnement",Entreprises
30 03 2017,ART PARIS ART FAIRParis -- Salon de l'art contemporain,Entreprises
01 04 2017,"SALON DE L'HABITAT - PASSIONNÉMENT MAISONCalais -- Salon de l'amélioration de l’habitat. Passionnément Maison propose ameublement, énergies renouvelables, cuisinistes, salles de bains, services financiers, constructeurs, agences immobilières, menuiseries, vérandas, isolation, cheminées, piscines",Entreprises
01 04 2017,MIPDOCCannes -- Marché international des programmes documentaires,Entreprises
01 04 2017,SALON DE L'IMMOBILIER DE MULHOUSEMulhouse -- Salon de l'immobilier de Mulhouse,Entreprises
01 04 2017,"PARIS BRIDAL FAIRParisSALON DES VINS ET DE LA GASTRONOMIE - ST MALOSaint-MaloRICV - RENCONTRES INTERNATIONALES DE CERFS-VOLANTSBerckMIP TVCannesFRANCE CE DIJONDijonSALONS CE MARSEILLEMarseilleSALONS CE TOURSToursBIOVISIONLyonJOURNEES DES COLLECTIONS JARDINMarseilleINDUSTRIE LYONLyonFOIRE D'AVIGNONAvignonSIDOLyonBIO & CO BESANÇONBesançonART3F LYONLyonSALON DES VINS ET DE LA GASTRONOMIE - METZMetzSALON DES VINS DES VIGNERONS INDÉPENDANTS - NICENiceSALON DU LIVRE ANCIEN PARISParisHABITAT & JARDIN TENDANCE BOISChambérySADECCLyonFOIRE INTERNATIONALE DE NANTESNantesSTOFFEN SPEKTAKEL REIMSReimsFÊTE DU LIVRE D'AUTUNAutunLE SALON BABY LYONLyonVEGGIEWORLD PARISParisFRANCE CE GRENOBLEGrenobleSALONS CE NIORTNiortSALON DES ANTIQUAIRES - BIARRITZBiarritzFOIRE INTERNATIONALE DE TOULOUSEToulouseANTIBES ART FAIR (SALON D'ANTIBES)AntibesIT MEETINGSCannesE-MARKETINGParisSALON STRATEGIES CLIENTSParisHEAVENT MEETINGS SUDCannesPOUR L'AMOUR DU FILNantesLE PRINTEMPS DES ETUDESParisVERSION SCRAP - PARISParisFOIRE EXPOSITION D'ANGERSAngersFOIRE EXPO DE BRESTBrestRESPIRE LA VIE - LE MANSLe MansSALON DES VINS À MÂCONMâconSALON BIO & CO METZMetzUNIVERS JARDINSainte-MaximeSTOFFEN SPEKTAKEL ROUENRouenSALON DE L'AUTO SPORTICA GRAVELINESCalaisSTOFFEN SPEKTAKEL AMIENSAmiensSEPEM INDUSTRIES SUD-ESTAvignonMEDFELPerpignanDENIM PREMIÈRE VISIONParisEUROPEAN GRAPHENE FORUMParisLE SALON DE MONTROUGEMontrouge -- Salon professionnel international du mariageSalon des vins et de la gastronomie. Les salons des vins et de la gastronomie sont l'occasion de vous initier aux techniques de la dégustation ou parfaire vos connaissances lors des animations qui vous sont proposéesRencontres internationales de cerfs-volants. Cerfs-volants géants, cerfs-volants de sport avec leurs Mégateams et chorégraphies aériennes, ateliers de construction, expositions, école de pilotage, jardins du vent, vol de nuit, spectacle pyrotechniqueLe grand forum des propriétaires, acheteurs et distributeurs de contenus digitaux et des nouvelles technologies interactivesSalon des comités d'entreprises et des collectivitésSalon des comités d'entreprises et des collectivitésSalon des comités d'entreprises et des collectivitésRencontres autour des sciences de la vie - Santé, agro-alimentaire et nutrition, environnementSalon des professionnels du Jardin. Les Journées des Collections Jardin sont des rencontres d'affaires où les acheteurs du jardin et du bricolage viennent à la rencontre de leurs fournisseurs et découvrir de nouveaux partenairesLe salon des professionnels des technologies de production. Leader en Europe, il groupe l’ensemble des solutions en équipements, composants, produits et services pour tous les stades de la fabrication industrielle, de la conception à la productionFoire d'AvignonSalon professionnel, conférences et rendez-vous d'affaires des acteurs de l’Internet des Objets en FranceSalon de la bio et de la construction saine. Bio & Co Besançon vous invite à cultiver votre écologie: Eco-habitat & énergies renouvelables, alimentation & cuisine saine, bien-être & santé, commerce équitable & jardinage, mode éthique, enfants, loisir...Salon international d'art contemporain de Lyon. Art3f réunit galeries, peintres, sculpteurs, photographes et performersSalon des vins et de la gastronomie. Les salons des vins et de la gastronomie sont l'occasion de vous initier aux techniques de la dégustation ou parfaire vos connaissances lors des animations qui vous sont proposéesSalon des vins des vignerons indépendants. Aux salons des vins des Vignerons Indépendants, vous rencontrerez les vignerons eux-mêmes qui chacun avec ses mots vous racontera son histoire, son vin, son métierSalon International du livre rare, du livre ancien, de l'autographe, de l'estampe et du dessinSalon de l'habitat, du jardin, du chauffage et de la climatisationSalon professionnel de la cuisine équipée et de l'agencement de l'habitatFoire international de Nantes. La Foire Internationale de Nantes est organisée autour de 4 univers et présente les dernières tendances en équipement de la maison, aménagement extérieur, artisanat français et étrangers, gastronomieExposition de tissus et textilesSalon du livreSalon des futurs parents, des bébés et des jeunes enfants. Le Salon Baby expose ameublement & décoration, listes de naissances & cadeaux, nutrition infantile & familiale, santé, soin, hygiène, beauté et bien être, jeux d'éveil & jouets et bien d'autresSalon grand public dédié au mode de vie végétalien à ParisSalon des comités d'entreprises et des collectivitésSalon des comités d'entreprises et des collectivitésSalon des antiquaires. Au salon des antiquaires de Biarritz, découvrez un mélange éclectique, des exposants de qualités et une exposition de surf art originale. Un grand jeu concours rythmera aussi l’événementFoire Internationale de ToulouseSalon des antiquités et de l'art moderne. Le Salon d'Antibes est le rendez-vous international du printemps pour tous les amateurs, passionnés et collectionneurs d’antiquités, de design, d’art moderne et d'art contemporainSalon B2B des réseaux, des télécoms, de la mobilité, du Cloud Computing, des datacenters et de la sécuritéSalon des professionnels du marketing digitalSalon de la relation clientsJournées business de l'événement et du tourisme d'affairesSalon exclusivement dédié aux idées créatives et imaginatives pour travailler avec des fils de tous les typesRassemblement annuel des professionnels de la communication, du marketing, de l'étude de marché et des sondagesLe seul salon français consacré au phénomène du scrap et de ses dérivésFoire exposition d'AngersFoire-exposition de Brest. A la FOIRE EXPOSITION DE BREST, favorisant une offre de qualité et régionale, les exposants seront regroupés autour de cinq univers: Maison et environnement, Découverte, Loisirs et bien-être, Plaisir gourmand, CitoyennetéSalon du bio et du bien-être. RESPIRE LA VIE est le rendez-vous des choix éco citoyens, pour la gastronomie et le vin bio, le bien-être et l'artisanat, l'habitat, l'écotourisme ou les énergies renouvelablesFoire aux vins de MâconSalon de la bio et de la construction saine. Bio & Co Metz vous invite à cultiver votre écologie: Eco-habitat & énergies renouvelables, alimentation & cuisine saine, bien-être & santé, commerce équitable & jardinage, mode éthique, enfantsSalon de l'Art de Vivre et du jardin durable et éco-responsable. UNIVERS JARDIN attire des exposants d'aménagements extérieur, de plantes, fleurs et arbustes, de mobilier et décoration ainsi que des produits écologiques pour le jardinExposition de tissus et textilesSalon de l'automobileExposition de tissus et textilesSalon des services, équipements, process et maintenanceSalon international d'affaires de la filière Fruits & Légumes de l'Euro méditerranéeSalon international des professionnels du jeanConférence sur le graphène et ses applications. Le European Graphene Forum couvrira les derniers développements de la technologie, applications, progrès de commercialisation, exigences de l'utilisateur final et les défis pour le graphène et matériaux 2DSalon de l'art contemporain",Entreprises
01 04 2017,PARIS BRIDAL FAIRParis -- Salon professionnel international du mariage,Entreprises
01 04 2017,SALON DES VINS ET DE LA GASTRONOMIE - ST MALOSaint-Malo -- Salon des vins et de la gastronomie. Les salons des vins et de la gastronomie sont l'occasion de vous initier aux techniques de la dégustation ou parfaire vos connaissances lors des animations qui vous sont proposées,Entreprises
01 04 2017,"RICV - RENCONTRES INTERNATIONALES DE CERFS-VOLANTSBerck -- Rencontres internationales de cerfs-volants. Cerfs-volants géants, cerfs-volants de sport avec leurs Mégateams et chorégraphies aériennes, ateliers de construction, expositions, école de pilotage, jardins du vent, vol de nuit, spectacle pyrotechnique",Entreprises
03 04 2017,"MIP TVCannes -- Le grand forum des propriétaires, acheteurs et distributeurs de contenus digitaux et des nouvelles technologies interactives",Entreprises
04 04 2017,FRANCE CE DIJONDijon -- Salon des comités d'entreprises et des collectivités,Entreprises
04 04 2017,SALONS CE MARSEILLEMarseille -- Salon des comités d'entreprises et des collectivités,Entreprises
04 04 2017,SALONS CE TOURSTours -- Salon des comités d'entreprises et des collectivités,Entreprises
04 04 2017,"BIOVISIONLyon -- Rencontres autour des sciences de la vie - Santé, agro-alimentaire et nutrition, environnement",Entreprises
04 04 2017,JOURNEES DES COLLECTIONS JARDINMarseille -- Salon des professionnels du Jardin. Les Journées des Collections Jardin sont des rencontres d'affaires où les acheteurs du jardin et du bricolage viennent à la rencontre de leurs fournisseurs et découvrir de nouveaux partenaires,Entreprises
04 04 2017,"INDUSTRIE LYONLyon -- Le salon des professionnels des technologies de production. Leader en Europe, il groupe l’ensemble des solutions en équipements, composants, produits et services pour tous les stades de la fabrication industrielle, de la conception à la production",Entreprises
04 04 2017,FOIRE D'AVIGNONAvignon -- Foire d'Avignon,Entreprises
05 04 2017,"SIDOLyon -- Salon professionnel, conférences et rendez-vous d'affaires des acteurs de l’Internet des Objets en France",Entreprises
07 04 2017,"BIO & CO BESANÇONBesançon -- Salon de la bio et de la construction saine. Bio & Co Besançon vous invite à cultiver votre écologie: Eco-habitat & énergies renouvelables, alimentation & cuisine saine, bien-être & santé, commerce équitable & jardinage, mode éthique, enfants, loisir...",Entreprises
07 04 2017,"ART3F LYONLyon -- Salon international d'art contemporain de Lyon. Art3f réunit galeries, peintres, sculpteurs, photographes et performers",Entreprises
07 04 2017,SALON DES VINS ET DE LA GASTRONOMIE - METZMetz -- Salon des vins et de la gastronomie. Les salons des vins et de la gastronomie sont l'occasion de vous initier aux techniques de la dégustation ou parfaire vos connaissances lors des animations qui vous sont proposées,Entreprises
07 04 2017,"SALON DES VINS DES VIGNERONS INDÉPENDANTS - NICENice -- Salon des vins des vignerons indépendants. Aux salons des vins des Vignerons Indépendants, vous rencontrerez les vignerons eux-mêmes qui chacun avec ses mots vous racontera son histoire, son vin, son métier",Entreprises
07 04 2017,"SALON DU LIVRE ANCIEN PARISParis -- Salon International du livre rare, du livre ancien, de l'autographe, de l'estampe et du dessin",Entreprises
07 04 2017,"HABITAT & JARDIN TENDANCE BOISChambéry -- Salon de l'habitat, du jardin, du chauffage et de la climatisation",Entreprises
07 04 2017,SADECCLyon -- Salon professionnel de la cuisine équipée et de l'agencement de l'habitat,Entreprises
07 04 2017,"FOIRE INTERNATIONALE DE NANTESNantes -- Foire international de Nantes. La Foire Internationale de Nantes est organisée autour de 4 univers et présente les dernières tendances en équipement de la maison, aménagement extérieur, artisanat français et étrangers, gastronomie",Entreprises
08 04 2017,STOFFEN SPEKTAKEL REIMSReims -- Exposition de tissus et textiles,Entreprises
08 04 2017,FÊTE DU LIVRE D'AUTUNAutun -- Salon du livre,Entreprises
08 04 2017,"LE SALON BABY LYONLyon -- Salon des futurs parents, des bébés et des jeunes enfants. Le Salon Baby expose ameublement & décoration, listes de naissances & cadeaux, nutrition infantile & familiale, santé, soin, hygiène, beauté et bien être, jeux d'éveil & jouets et bien d'autres",Entreprises
08 04 2017,VEGGIEWORLD PARISParis -- Salon grand public dédié au mode de vie végétalien à Paris,Entreprises
11 04 2017,FRANCE CE GRENOBLEGrenoble -- Salon des comités d'entreprises et des collectivités,Entreprises
11 04 2017,SALONS CE NIORTNiort -- Salon des comités d'entreprises et des collectivités,Entreprises
13 04 2017,"SALON DES ANTIQUAIRES - BIARRITZBiarritz -- Salon des antiquaires. Au salon des antiquaires de Biarritz, découvrez un mélange éclectique, des exposants de qualités et une exposition de surf art originale. Un grand jeu concours rythmera aussi l’événement",Entreprises
15 04 2017,FOIRE INTERNATIONALE DE TOULOUSEToulouse -- Foire Internationale de Toulouse,Entreprises
15 04 2017,"ANTIBES ART FAIR (SALON D'ANTIBES)Antibes -- Salon des antiquités et de l'art moderne. Le Salon d'Antibes est le rendez-vous international du printemps pour tous les amateurs, passionnés et collectionneurs d’antiquités, de design, d’art moderne et d'art contemporain",Entreprises
18 04 2017,"IT MEETINGSCannes -- Salon B2B des réseaux, des télécoms, de la mobilité, du Cloud Computing, des datacenters et de la sécurité",Entreprises
18 04 2017,E-MARKETINGParis -- Salon des professionnels du marketing digital,Entreprises
18 04 2017,SALON STRATEGIES CLIENTSParis -- Salon de la relation clients,Entreprises
19 04 2017,HEAVENT MEETINGS SUDCannes -- Journées business de l'événement et du tourisme d'affaires,Entreprises
19 04 2017,POUR L'AMOUR DU FILNantes -- Salon exclusivement dédié aux idées créatives et imaginatives pour travailler avec des fils de tous les types,Entreprises
20 04 2017,"LE PRINTEMPS DES ETUDESParis -- Rassemblement annuel des professionnels de la communication, du marketing, de l'étude de marché et des sondages",Entreprises
20 04 2017,VERSION SCRAP - PARISParis -- Le seul salon français consacré au phénomène du scrap et de ses dérivés,Entreprises
20 04 2017,FOIRE EXPOSITION D'ANGERSAngers -- Foire exposition d'Angers,Entreprises
20 04 2017,"FOIRE EXPO DE BRESTBrest -- Foire-exposition de Brest. A la FOIRE EXPOSITION DE BREST, favorisant une offre de qualité et régionale, les exposants seront regroupés autour de cinq univers: Maison et environnement, Découverte, Loisirs et bien-être, Plaisir gourmand, Citoyenneté",Entreprises
21 04 2017,"RESPIRE LA VIE - LE MANSLe Mans -- Salon du bio et du bien-être. RESPIRE LA VIE est le rendez-vous des choix éco citoyens, pour la gastronomie et le vin bio, le bien-être et l'artisanat, l'habitat, l'écotourisme ou les énergies renouvelables",Entreprises
21 04 2017,SALON DES VINS À MÂCONMâcon -- Foire aux vins de Mâcon,Entreprises
21 04 2017,"SALON BIO & CO METZMetz -- Salon de la bio et de la construction saine. Bio & Co Metz vous invite à cultiver votre écologie: Eco-habitat & énergies renouvelables, alimentation & cuisine saine, bien-être & santé, commerce équitable & jardinage, mode éthique, enfants",Entreprises
21 04 2017,"UNIVERS JARDINSainte-Maxime -- Salon de l'Art de Vivre et du jardin durable et éco-responsable. UNIVERS JARDIN attire des exposants d'aménagements extérieur, de plantes, fleurs et arbustes, de mobilier et décoration ainsi que des produits écologiques pour le jardin",Entreprises
22 04 2017,STOFFEN SPEKTAKEL ROUENRouen -- Exposition de tissus et textiles,Entreprises
22 04 2017,SALON DE L'AUTO SPORTICA GRAVELINESCalais -- Salon de l'automobile,Entreprises
23 04 2017,STOFFEN SPEKTAKEL AMIENSAmiens -- Exposition de tissus et textiles,Entreprises
25 04 2017,"SEPEM INDUSTRIES SUD-ESTAvignon -- Salon des services, équipements, process et maintenance",Entreprises
25 04 2017,MEDFELPerpignan -- Salon international d'affaires de la filière Fruits & Légumes de l'Euro méditerranée,Entreprises
26 04 2017,DENIM PREMIÈRE VISIONParis -- Salon international des professionnels du jean,Entreprises
26 04 2017,"EUROPEAN GRAPHENE FORUMParis -- Conférence sur le graphène et ses applications. Le European Graphene Forum couvrira les derniers développements de la technologie, applications, progrès de commercialisation, exigences de l'utilisateur final et les défis pour le graphène et matériaux 2D",Entreprises
26 04 2017,LE SALON DE MONTROUGEMontrouge -- Salon de l'art contemporain,Entreprises
27 04 2017,"SALONS CE RENNESRennesCONCOURS LEPINEParisFOIRE INTERNATIONALE DE PARISParisART3F METZMetzMUSICORAParisSALON DES VINS DE TERROIRLilleFOIRE INTERNATIONALE DE LA HAUTE-SAVOIE MONT-BLANCLa Roche-sur-ForonTISSU PREMIER PREMIÈRE VISIONLilleSALON HABITAT & JARDINMontaurouxSALON ANTIQUITÉS ET ARTS D'AUJOURD'HUI PARIS 8ÈMEParisSITAPParisFORUM CARREFOUR EMPLOI TOULOUSE METROPOLEToulouseSALON RÉVÉLATIONS AU GRAND PALAISParisFORUM PARIS DES METIERS QUI RECRUTENTParisBIO & CO STRASBOURGStrasbourgFOIRE DE TOURSToursSTOFFEN SPEKTAKEL NANCYNancyFOIRE DE ST-AMAND-MONTRONDSt-Amand-MontrondGAP FOIRE EXPOGapFOIRE DE MAI - METZMetzSTOFFEN SPEKTAKEL STRASBOURGStrasbourgMICMBordeauxNAVEXPOLorientSALON DU VINTAGE - NANTESNantesSALON DE L’IMMOBILIER ET DU TOURISME PORTUGAIS - PARISParisFESTIVAL DE L'AFFICHE DE CHAUMONTChaumontAMIENS DIGITAL FORUMAmiensHOPITAL EXPO & GERONT HANDICAP EXPOParisPARIS HEALTHCARE WEEKParisSALON HITParisSALON INFIRMIERParisINNOROBOSaint-DenisEUROPCRParisHYDROGAÏAMontpellierINSIDE 3D PRINTING - PARISSaint-DenisMARCHÉ DU FILMCannesE-CRIME & CYBERSECURITY FRANCEParisSALON DES SENIORSParisTASTE OF PARISParisFOIR’EXPO DE MULHOUSEMulhouseACCESS MBA - PARISParisAQUITANIMABordeauxFOIRE COMTOISE BESANÇONBesançonEQUITAINEBordeauxFOIRE INTERNATIONALE DE BORDEAUXBordeauxSALON DE L'AGRICULTURE AQUITAINEBordeauxFOIRE DE POITIERSPoitiersBIOEQUITY EUROPEParisSINALChâlons-en-ChampagneLUMIBAT & LIGHT ON ARCHITECTLyon -- Salon des comités d'entreprises et des collectivitésSalon international des inventions, dans le cadre de la Foire de Paris. Le préfet Lépine prend l'initiative de créer en 1901 un concours-exposition dont est issu l'actuel Concours LépineFoire internationale de Paris. La Foire Internationale de Paris se répartit en 5 secteurs: Maison & Habitat, Métiers d'Art et Cultures du Monde et Bien-être, Mode et Accessoires, Loisirs & Vie Pratique, Vins & GastronomieSalon international d'art contemporain de Metz. Art3f réunit galeries, peintres, sculpteurs, photographes et performersSalon des mélomanes et des musiciensSalon des vins de terroir et produits régionauxFoire internationale de Haute-SavoieSalon des tissus et accessoires pour le prêt-à-porterSalon de l'habitat et du jardin. Le rendez-vous pour profiter des conseils et des solutions ciblés proposés par des professionnels disponiblesSalon des arts et antiquitésSalon de l'immobilier tunisien à ParisSalon de l'emploi à Toulouse. Le Forum Carrefour Emploi de Toulouse cible tous les profils, niveaux de compétence, qualifications et expériences... Postes en CDD, CDI, missions à l'international, emplois d'avenir, stages, formations en alternance...Leading international fine craft and creation biennialForum parisien de recrutement donnant la priorité aux candidats de tous niveaux de qualification et d’expérience en recherche d'un emploi ou d'une formation vers les métiers fortement recherchés par les employeurs franciliensSalon de la bio et de la construction saine. Bio & Co Strasbourg vous invite à cultiver votre écologie: Eco-habitat & énergies renouvelables, alimentation & cuisine saine, bien-être & santé, commerce équitable & jardinage, mode éthique, enfants, loisirFoire de Tours. Automobile d'occasion, jardin, mobilier et équipement de la maison, gastronomie...Exposition de tissus et textilesFoire de St-Amand-MontrondFoire-expo de GapUne des plus grandes fêtes foraines de l’Est de la FranceExposition de tissus et textilesSalon dédié aux matériaux innovants et à la chimie des matériauxSalon international de l'industrie maritime à Lorient. NAVEXPO attire des exposants du secteur maritime international: Chantiers navals, architectes, motoristes, équipementiers, ateliers, pôles de réparation navale, armateursSalon des objets et vêtements ""Vintage"". Le Salon du Vintage est un espace shopping dédiés aux vêtements, accessoires, vinyles et petits mobiliers des années 50 à 90Salon de l’immobilier et du tourisme portugais à ParisFestival International de l'Affiche et du Graphisme de ChaumontLieu de rencontre entre dirigeants d’entreprises, directeurs informatiques, commerciaux, marketing et décideurs du e-commerceSalons professionnels des équipements et solutions pour la gestion et la transformation des établissements de santéSalon international des technologies de santé innovantes. Paris Healthcare Week est l’événement leader dédié aux équipements, solutions et technologies pour la gestion et la transformation des établissements de santé (sanitaires et médicaux-sociaux)Salon professionnel des technologies et systèmes d’information appliqués à la santéSalon des personnels soignantsSalon et congrès international de la robotique. Innorobo offre aux industries de la robotique l'opportunité d'augmenter leur activité globale au niveau international. Les conférences rassemblent universités, entités commerciales, centres de R&D...Congrès international de la cardiologie interventionnelleConférences internationales et salon de l’eau. HydroGaïa a pour ambition de rassembler les professionnels et acteurs de la filière Eau confrontés aux défis du stress hydriqueSalon professionnel et conférence dédiés à l'impression 3DMarché international du Film de CannesCongrès sur la cybercriminalité et la protection des données on-lineSalon des Seniors en France: Tourisme, art de vivre, santé-forme, droit-épargne, nouvelles technologiesSalon de la gastronomieFoire de MulhouseACCESS MBA est une campagne de communication spécialement conçue pour mieux informer les étudiants des opportunités de MBA. ACCESS MBA est une série de plus de 50 événements dans le mondeSalon International de l’élevage, du matériel et de la génétique animaleFoire Comtoise de BesançonSalon du cheval d'AquitaineFoire internationale de Bordeaux. Carrefour de tendances et de nouveautés, le plus grand rassemblement socio-économique de la Nouvelle Aquitaine accueille sur 200 000 m2, 1 200 experts en matière de loisirs, habitat, gastronomie, services...Salon de l'agricultureFoire de PoitiersRendez-vous annuel rassemblant les investisseurs autour des sciences du vivantConvention d'affaires et Congrès des nouvelles valorisations des agro ressources: Agro-matériaux, Chimie du végétal et BioénergiesSalon international de l’éclairage intérieur. Eclairage tertiaire - Eclairage de l'habitat",Entreprises
27 04 2017,SALONS CE RENNESRennes -- Salon des comités d'entreprises et des collectivités,Entreprises
27 04 2017,"CONCOURS LEPINEParis -- Salon international des inventions, dans le cadre de la Foire de Paris. Le préfet Lépine prend l'initiative de créer en 1901 un concours-exposition dont est issu l'actuel Concours Lépine",Entreprises
27 04 2017,"FOIRE INTERNATIONALE DE PARISParis -- Foire internationale de Paris. La Foire Internationale de Paris se répartit en 5 secteurs: Maison & Habitat, Métiers d'Art et Cultures du Monde et Bien-être, Mode et Accessoires, Loisirs & Vie Pratique, Vins & Gastronomie",Entreprises
28 04 2017,"ART3F METZMetz -- Salon international d'art contemporain de Metz. Art3f réunit galeries, peintres, sculpteurs, photographes et performers",Entreprises
28 04 2017,MUSICORAParis -- Salon des mélomanes et des musiciens,Entreprises
28 04 2017,SALON DES VINS DE TERROIRLille -- Salon des vins de terroir et produits régionaux,Entreprises
28 04 2017,FOIRE INTERNATIONALE DE LA HAUTE-SAVOIE MONT-BLANCLa Roche-sur-Foron -- Foire internationale de Haute-Savoie,Entreprises
03 05 2017,SALON RÉVÉLATIONS AU GRAND PALAISParis -- Leading international fine craft and creation biennial,Entreprises
04 05 2017,FORUM PARIS DES METIERS QUI RECRUTENTParis -- Forum parisien de recrutement donnant la priorité aux candidats de tous niveaux de qualification et d’expérience en recherche d'un emploi ou d'une formation vers les métiers fortement recherchés par les employeurs franciliens,Entreprises
05 05 2017,"BIO & CO STRASBOURGStrasbourg -- Salon de la bio et de la construction saine. Bio & Co Strasbourg vous invite à cultiver votre écologie: Eco-habitat & énergies renouvelables, alimentation & cuisine saine, bien-être & santé, commerce équitable & jardinage, mode éthique, enfants, loisir",Entreprises
05 05 2017,"FOIRE DE TOURSTours -- Foire de Tours. Automobile d'occasion, jardin, mobilier et équipement de la maison, gastronomie...",Entreprises
06 05 2017,STOFFEN SPEKTAKEL NANCYNancy -- Exposition de tissus et textiles,Entreprises
06 05 2017,FOIRE DE ST-AMAND-MONTRONDSt-Amand-Montrond -- Foire de St-Amand-Montrond,Entreprises
06 05 2017,GAP FOIRE EXPOGap -- Foire-expo de Gap,Entreprises
06 05 2017,FOIRE DE MAI - METZMetz -- Une des plus grandes fêtes foraines de l’Est de la France,Entreprises
07 05 2017,STOFFEN SPEKTAKEL STRASBOURGStrasbourg -- Exposition de tissus et textiles,Entreprises
10 05 2017,MICMBordeaux -- Salon dédié aux matériaux innovants et à la chimie des matériaux,Entreprises
10 05 2017,"NAVEXPOLorient -- Salon international de l'industrie maritime à Lorient. NAVEXPO attire des exposants du secteur maritime international: Chantiers navals, architectes, motoristes, équipementiers, ateliers, pôles de réparation navale, armateurs",Entreprises
12 05 2017,"SALON DU VINTAGE - NANTESNantes -- Salon des objets et vêtements ""Vintage"". Le Salon du Vintage est un espace shopping dédiés aux vêtements, accessoires, vinyles et petits mobiliers des années 50 à 90",Entreprises
12 05 2017,SALON DE L’IMMOBILIER ET DU TOURISME PORTUGAIS - PARISParis -- Salon de l’immobilier et du tourisme portugais à Paris,Entreprises
12 05 2017,FESTIVAL DE L'AFFICHE DE CHAUMONTChaumont -- Festival International de l'Affiche et du Graphisme de Chaumont,Entreprises
16 05 2017,"AMIENS DIGITAL FORUMAmiens -- Lieu de rencontre entre dirigeants d’entreprises, directeurs informatiques, commerciaux, marketing et décideurs du e-commerce",Entreprises
16 05 2017,HOPITAL EXPO & GERONT HANDICAP EXPOParis -- Salons professionnels des équipements et solutions pour la gestion et la transformation des établissements de santé,Entreprises
16 05 2017,"PARIS HEALTHCARE WEEKParis -- Salon international des technologies de santé innovantes. Paris Healthcare Week est l’événement leader dédié aux équipements, solutions et technologies pour la gestion et la transformation des établissements de santé (sanitaires et médicaux-sociaux)",Entreprises
16 05 2017,SALON HITParis -- Salon professionnel des technologies et systèmes d’information appliqués à la santé,Entreprises
16 05 2017,SALON INFIRMIERParis -- Salon des personnels soignants,Entreprises
16 05 2017,"INNOROBOSaint-Denis -- Salon et congrès international de la robotique. Innorobo offre aux industries de la robotique l'opportunité d'augmenter leur activité globale au niveau international. Les conférences rassemblent universités, entités commerciales, centres de R&D...",Entreprises
16 05 2017,EUROPCRParis -- Congrès international de la cardiologie interventionnelle,Entreprises
17 05 2017,HYDROGAÏAMontpellier -- Conférences internationales et salon de l’eau. HydroGaïa a pour ambition de rassembler les professionnels et acteurs de la filière Eau confrontés aux défis du stress hydrique,Entreprises
17 05 2017,INSIDE 3D PRINTING - PARISSaint-Denis -- Salon professionnel et conférence dédiés à l'impression 3D,Entreprises
17 05 2017,MARCHÉ DU FILMCannes -- Marché international du Film de Cannes,Entreprises
18 05 2017,E-CRIME & CYBERSECURITY FRANCEParis -- Congrès sur la cybercriminalité et la protection des données on-line,Entreprises
18 05 2017,"SALON DES SENIORSParis -- Salon des Seniors en France: Tourisme, art de vivre, santé-forme, droit-épargne, nouvelles technologies",Entreprises
18 05 2017,TASTE OF PARISParis -- Salon de la gastronomie,Entreprises
19 05 2017,FOIR’EXPO DE MULHOUSEMulhouse -- Foire de Mulhouse,Entreprises
20 05 2017,ACCESS MBA - PARISParis -- ACCESS MBA est une campagne de communication spécialement conçue pour mieux informer les étudiants des opportunités de MBA. ACCESS MBA est une série de plus de 50 événements dans le monde,Entreprises
20 05 2017,"AQUITANIMABordeaux -- Salon International de l’élevage, du matériel et de la génétique animale",Entreprises
20 05 2017,FOIRE COMTOISE BESANÇONBesançon -- Foire Comtoise de Besançon,Entreprises
20 05 2017,EQUITAINEBordeaux -- Salon du cheval d'Aquitaine,Entreprises
20 05 2017,"FOIRE INTERNATIONALE DE BORDEAUXBordeaux -- Foire internationale de Bordeaux. Carrefour de tendances et de nouveautés, le plus grand rassemblement socio-économique de la Nouvelle Aquitaine accueille sur 200 000 m2, 1 200 experts en matière de loisirs, habitat, gastronomie, services...",Entreprises
20 05 2017,SALON DE L'AGRICULTURE AQUITAINEBordeaux -- Salon de l'agriculture,Entreprises
20 05 2017,FOIRE DE POITIERSPoitiers -- Foire de Poitiers,Entreprises
22 05 2017,BIOEQUITY EUROPEParis -- Rendez-vous annuel rassemblant les investisseurs autour des sciences du vivant,Entreprises
30 05 2017,"SINALChâlons-en-Champagne -- Convention d'affaires et Congrès des nouvelles valorisations des agro ressources: Agro-matériaux, Chimie du végétal et Bioénergies",Entreprises
30 05 2017,LUMIBAT & LIGHT ON ARCHITECTLyon -- Salon international de l’éclairage intérieur. Eclairage tertiaire - Eclairage de l'habitat,Entreprises
